"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"com/mozilla/hadoop/mapreduce/lib/UniqueIdentityReducer.reduce:(Ljava/lang/Object;Ljava/lang/Iterable;Lorg/apache/hadoop/mapreduce/Reducer$Context;)V","2","3","4","4","0","22","14","83.76180828526728","3.0","251.28542485580184","0.02792060276175576","0","0","0","12","10","Reducer$Context Object Iterable Iterator","","next iterator hasNext write","IOException InterruptedException","","public","4"
"com/mozilla/hadoop/UnknownPathFinder.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/mozilla/hadoop/UnknownPathFinder.getRegionPaths:(Lorg/apache/hadoop/fs/Path;[B)Ljava/util/Set;","5","2","14","13","0","189","63","1129.7059055414843","9.0","10167.35314987336","0.37656863518049477","0","5","1","103","86","HRegionInfo Result Scan Path IOException byte[] ResultScanner HTable HTableDescriptor Set","","next add getName getEncodedName <init> error getTableDir getValue getHRegionInfo getTableDesc toString getScanner close append info","IOException","","public static","34"
"com/mozilla/hadoop/UnknownPathFinder.getAllPaths:(Lorg/apache/hadoop/fs/FileSystem;Lorg/apache/hadoop/fs/Path;II)Ljava/util/Set;","10","4","7","5","0","123","48","686.9503875887023","22.0","15112.908526951449","0.22898346252956742","0","1","1","68","55","String FileSystem Path FileStatus Set","getAllPaths","add contains addAll getPath listStatus toString <init> isDir","IOException","","public static","11"
"com/mozilla/hadoop/UnknownPathFinder.getFilesystemPaths:(Lorg/apache/hadoop/conf/Configuration;Lorg/apache/hadoop/fs/Path;)Ljava/util/Set;","2","2","4","4","0","65","32","325.0","8.0","2600.0","0.10833333333333334","0","1","0","37","28","FileSystem Path Configuration Set","getAllPaths","size get toString <init> close append info","IOException","","public static","10"
"com/mozilla/hadoop/UnknownPathFinder.deleteFilesystemPaths:(Lorg/apache/hadoop/conf/Configuration;Ljava/util/Collection;)Z","4","2","6","5","0","112","46","618.6389390783854","10.0","6186.389390783854","0.20621297969279515","0","4","1","63","49","String FileSystem Path Collection Configuration","","next iterator get hasNext toString <init> delete close append info","IOException","","public static","16"
"com/mozilla/hadoop/UnknownPathFinder.main:([Ljava/lang/String;)V","2","1","7","6","0","78","42","420.60075897674335","8.0","3364.806071813947","0.14020025299224778","0","3","1","42","36","String Path String[] Configuration Set","getFilesystemPaths getRegionPaths","next exit removeAll iterator println get create hasNext <init>","IOException","","public static","11"
"com/mozilla/hadoop/UnknownPathFinder.<clinit>:()V","1","0","0","0","0","6","6","15.509775004326936","1.0","15.509775004326936","0.005169925001442312","0","0","0","3","3","","","getLogger","","","static","1"
"com/mozilla/pig/eval/BloomFilterDistinctCount.<init>:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","21","13","77.70923408096293","2.0","155.41846816192586","0.025903078026987644","0","0","0","11","10","String","","parseInt parseDouble <init>","","","public","4"
"com/mozilla/pig/eval/BloomFilterDistinctCount.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Integer;","3","1","6","5","0","105","50","592.6048999263461","11.0","6518.653899189807","0.19753496664211537","0","6","1","59","46","DataBag Tuple BloomFilter Iterator","","next iterator size getType valueOf get stringFunnel create hasNext <init> put mightContain","IOException","RuntimeException","public","14"
"com/mozilla/pig/eval/BloomFilterDistinctCount.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/Bucket.<init>:([Ljava/lang/String;)V","2","1","3","2","0","70","35","359.0498111861476","20.0","7180.996223722952","0.11968327039538254","0","1","1","40","30","String String[]","","parseInt <init>","","IllegalArgumentException","public","10"
"com/mozilla/pig/eval/Bucket.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Integer;","5","1","4","1","0","76","33","383.37395307124245","22.0","8434.226967567334","0.12779131769041416","0","1","1","47","29","Tuple","","size intValue valueOf get","IOException","","public","9"
"com/mozilla/pig/eval/Bucket.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/BytesSize.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/mozilla/pig/eval/BytesSize.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Long;","4","1","4","3","0","64","31","317.06856386476005","9.0","2853.6170747828405","0.10568952128825335","0","2","0","41","23","String Tuple DataByteArray","","size getType valueOf get getBytes","IOException","","public","11"
"com/mozilla/pig/eval/BytesSize.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/Coalesce$Errors.values:()[Lcom/mozilla/pig/eval/Coalesce$Errors;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","clone","","","public static","1"
"com/mozilla/pig/eval/Coalesce$Errors.valueOf:(Ljava/lang/String;)Lcom/mozilla/pig/eval/Coalesce$Errors;","1","1","1","1","0","8","8","24.0","2.0","48.0","0.008","0","1","0","4","4","String","","valueOf","","","public static","1"
"com/mozilla/pig/eval/Coalesce$Errors.<init>:(Ljava/lang/String;I)V","1","2","0","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","","<init>","","","private","1"
"com/mozilla/pig/eval/Coalesce$Errors.<clinit>:()V","1","0","0","0","0","20","15","78.13781191217038","5.0","390.6890595608519","0.026045937304056792","0","2","0","13","7","","<init>","","","","static","1"
"com/mozilla/pig/eval/Coalesce.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/mozilla/pig/eval/Coalesce.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","4","1","3","2","0","42","18","175.1368500605771","18.0","3152.463301090388","0.05837895002019237","0","0","1","26","16","Object Tuple","","size get","IOException","","public","9"
"com/mozilla/pig/eval/Coalesce.outputSchema:(Lorg/apache/pig/impl/logicalLayer/schema/Schema;)Lorg/apache/pig/impl/logicalLayer/schema/Schema;","1","1","3","3","0","37","25","171.8226790216648","7.0","1202.7587531516538","0.057274226340554936","0","1","0","22","15","FrontendException Schema Schema$FieldSchema","","warn getField <init>","","","public","8"
"com/mozilla/pig/eval/ConvertBagToTuple.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/mozilla/pig/eval/ConvertBagToTuple.exec:(Lorg/apache/pig/data/Tuple;)Lorg/apache/pig/data/Tuple;","4","1","6","6","0","74","32","370.0","6.0","2220.0","0.12333333333333334","0","2","2","42","32","Object DataBag Tuple Iterator","","next iterator getAll size newTuple get hasNext append","IOException","","public","12"
"com/mozilla/pig/eval/ConvertBagToTuple.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/ConvertBagToTuple.<clinit>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","getInstance","","","static","1"
"com/mozilla/pig/eval/ConvertMapToBag.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/mozilla/pig/eval/ConvertMapToBag.exec:(Lorg/apache/pig/data/Tuple;)Lorg/apache/pig/data/DataBag;","4","1","5","5","0","84","37","437.59408271283183","7.0","3063.1585789898227","0.14586469423761061","0","2","1","48","36","Map$Entry DataBag Tuple Map","","next add newDefaultBag getKey getValue iterator set size entrySet newTuple get hasNext","IOException","","public","12"
"com/mozilla/pig/eval/ConvertMapToBag.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/ConvertMapToBag.<clinit>:()V","1","0","0","0","0","9","7","25.26619429851844","1.0","25.26619429851844","0.008422064766172813","0","0","0","5","4","","","getInstance","","","static","2"
"com/mozilla/pig/eval/ConvertNull.<init>:(Ljava/lang/String;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","String","","<init>","","","public","3"
"com/mozilla/pig/eval/ConvertNull.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/String;","3","1","1","1","0","32","16","128.0","10.0","1280.0","0.042666666666666665","0","1","0","20","12","Tuple","","size get","IOException","","public","3"
"com/mozilla/pig/eval/ConvertNull.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/date/ConvertDateFormat$ERRORS.values:()[Lcom/mozilla/pig/eval/date/ConvertDateFormat$ERRORS;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","clone","","","public static","1"
"com/mozilla/pig/eval/date/ConvertDateFormat$ERRORS.valueOf:(Ljava/lang/String;)Lcom/mozilla/pig/eval/date/ConvertDateFormat$ERRORS;","1","1","1","1","0","8","8","24.0","2.0","48.0","0.008","0","1","0","4","4","String","","valueOf","","","public static","1"
"com/mozilla/pig/eval/date/ConvertDateFormat$ERRORS.<init>:(Ljava/lang/String;I)V","1","2","0","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","","<init>","","","private","1"
"com/mozilla/pig/eval/date/ConvertDateFormat$ERRORS.<clinit>:()V","1","0","0","0","0","20","15","78.13781191217038","5.0","390.6890595608519","0.026045937304056792","0","2","0","13","7","","<init>","","","","static","1"
"com/mozilla/pig/eval/date/ConvertDateFormat.<init>:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","27","14","102.7985828955553","3.0","308.3957486866659","0.03426619429851843","0","2","0","15","12","String","","<init>","","","public","4"
"com/mozilla/pig/eval/date/ConvertDateFormat.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/String;","2","1","4","4","0","55","28","264.4045207131682","6.0","1586.4271242790091","0.08813484023772274","0","1","0","31","24","Date String Tuple ParseException","","warn size get format parse","IOException","","public","9"
"com/mozilla/pig/eval/date/ConvertDateFormat.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/date/FormatDate.<init>:(Ljava/lang/String;)V","1","1","1","1","0","22","15","85.95159310338741","3.0","257.85477931016226","0.02865053103446247","0","1","0","12","10","String","","getInstance <init>","","","public","4"
"com/mozilla/pig/eval/date/FormatDate.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/String;","3","1","1","1","0","44","22","196.21499122004107","5.0","981.0749561002053","0.06540499707334703","0","1","0","26","18","Tuple","","size setTimeInMillis getTime get format longValue","IOException","","public","4"
"com/mozilla/pig/eval/date/FormatDate.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/date/ParseDate$ERRORS.values:()[Lcom/mozilla/pig/eval/date/ParseDate$ERRORS;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","clone","","","public static","1"
"com/mozilla/pig/eval/date/ParseDate$ERRORS.valueOf:(Ljava/lang/String;)Lcom/mozilla/pig/eval/date/ParseDate$ERRORS;","1","1","1","1","0","8","8","24.0","2.0","48.0","0.008","0","1","0","4","4","String","","valueOf","","","public static","1"
"com/mozilla/pig/eval/date/ParseDate$ERRORS.<init>:(Ljava/lang/String;I)V","1","2","0","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","","<init>","","","private","1"
"com/mozilla/pig/eval/date/ParseDate$ERRORS.<clinit>:()V","1","0","0","0","0","20","15","78.13781191217038","5.0","390.6890595608519","0.026045937304056792","0","2","0","13","7","","<init>","","","","static","1"
"com/mozilla/pig/eval/date/ParseDate.<init>:(Ljava/lang/String;)V","1","1","1","1","0","16","12","57.359400011538504","3.0","172.07820003461552","0.01911980000384617","0","1","0","9","7","String","","<init>","","","public","3"
"com/mozilla/pig/eval/date/ParseDate.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Long;","2","1","4","4","0","53","29","257.47299274176135","7.0","1802.3109491923294","0.08582433091392044","0","1","0","30","23","Date Long Tuple ParseException","","warn size getTime valueOf get parse","IOException","","public","9"
"com/mozilla/pig/eval/date/ParseDate.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/date/TimeDelta$ERRORS.values:()[Lcom/mozilla/pig/eval/date/TimeDelta$ERRORS;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","clone","","","public static","1"
"com/mozilla/pig/eval/date/TimeDelta$ERRORS.valueOf:(Ljava/lang/String;)Lcom/mozilla/pig/eval/date/TimeDelta$ERRORS;","1","1","1","1","0","8","8","24.0","2.0","48.0","0.008","0","1","0","4","4","String","","valueOf","","","public static","1"
"com/mozilla/pig/eval/date/TimeDelta$ERRORS.<init>:(Ljava/lang/String;I)V","1","2","0","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","","<init>","","","private","1"
"com/mozilla/pig/eval/date/TimeDelta$ERRORS.<clinit>:()V","1","0","0","0","0","20","15","78.13781191217038","5.0","390.6890595608519","0.026045937304056792","0","2","0","13","7","","<init>","","","","static","1"
"com/mozilla/pig/eval/date/TimeDelta.<init>:()V","1","0","0","0","0","16","11","55.350905898196764","3.0","166.05271769459029","0.018450301966065587","0","0","0","9","7","","","<init>","","","public","4"
"com/mozilla/pig/eval/date/TimeDelta.<init>:(Ljava/lang/String;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","String","<init>","","ParseException","","public","2"
"com/mozilla/pig/eval/date/TimeDelta.<init>:(Ljava/lang/String;Ljava/lang/String;)V","2","2","2","2","0","37","20","159.91133951083242","5.0","799.5566975541622","0.05330377983694414","0","1","0","21","16","String","","parseInt <init>","ParseException","","public","7"
"com/mozilla/pig/eval/date/TimeDelta.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Long;","5","1","7","4","0","131","43","710.8406828659748","20.0","14216.813657319497","0.23694689428865828","0","4","0","74","57","Date Tuple ParseException","","warn size getTime valueOf get parse getTimeDelta longValue","IOException","","public","16"
"com/mozilla/pig/eval/date/TimeDelta.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/Example$Sub.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/mozilla/pig/eval/Example$Sub.exec:(Lorg/apache/pig/data/Tuple;)Lorg/apache/pig/data/Tuple;","1","1","1","1","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","Tuple","","access$000","IOException","","public","1"
"com/mozilla/pig/eval/Example$Sub.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/Example.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/mozilla/pig/eval/Example.realexec:(Lorg/apache/pig/data/Tuple;)Lorg/apache/pig/data/Tuple;","2","1","4","4","0","37","20","159.91133951083242","5.0","799.5566975541622","0.05330377983694414","0","2","1","22","15","DataBag Tuple Iterator","","next iterator get hasNext","IOException","","private static","8"
"com/mozilla/pig/eval/Example.exec:(Lorg/apache/pig/data/Tuple;)Lorg/apache/pig/data/Tuple;","1","1","1","1","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","Tuple","realexec","","IOException","","public","1"
"com/mozilla/pig/eval/Example.outputSchema:(Lorg/apache/pig/impl/logicalLayer/schema/Schema;)Lorg/apache/pig/impl/logicalLayer/schema/Schema;","0","1","3","3","0","62","32","310.0","7.0","2170.0","0.10333333333333333","0","1","0","36","26","Schema Schema$FieldSchema Exception","","getClass size getField getSimpleName toString <init> error append","","","public","9"
"com/mozilla/pig/eval/Example.getInitial:()Ljava/lang/String;","1","0","0","0","0","4","4","8.0","1.0","8.0","0.0026666666666666666","0","0","0","2","2","","","getName","","","public","1"
"com/mozilla/pig/eval/Example.getIntermed:()Ljava/lang/String;","1","0","0","0","0","4","4","8.0","1.0","8.0","0.0026666666666666666","0","0","0","2","2","","","getName","","","public","1"
"com/mozilla/pig/eval/Example.getFinal:()Ljava/lang/String;","1","0","0","0","0","4","4","8.0","1.0","8.0","0.0026666666666666666","0","0","0","2","2","","","getName","","","public","1"
"com/mozilla/pig/eval/Example.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/Example.access$000:(Lorg/apache/pig/data/Tuple;)Lorg/apache/pig/data/Tuple;","1","1","1","1","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","Tuple","realexec","","IOException","","static","1"
"com/mozilla/pig/eval/geoip/GeoIpLookup.<init>:(Ljava/lang/String;)V","1","1","1","1","0","30","17","122.6238852375102","4.0","490.4955409500408","0.040874628412503396","0","1","0","16","14","String","","getInstance <init>","IOException","","public","5"
"com/mozilla/pig/eval/geoip/GeoIpLookup.getCacheFiles:()Ljava/util/List;","1","0","1","1","0","38","22","169.4584015082173","5.0","847.2920075410865","0.05648613383607243","0","2","0","21","17","List","","add toString <init> append","","","public","3"
"com/mozilla/pig/eval/geoip/GeoIpLookup.exec:(Lorg/apache/pig/data/Tuple;)Lorg/apache/pig/data/Tuple;","7","1","4","4","0","138","41","739.3421766372956","18.0","13308.15917947132","0.24644739221243184","0","1","0","79","59","String Location Tuple","","getLocation set size newTuple valueOf get","IOException","","public","14"
"com/mozilla/pig/eval/geoip/GeoIpLookup.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/json/JsonMap$1.<init>:(Lcom/mozilla/pig/eval/json/JsonMap;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","JsonMap","","<init>","","","","1"
"com/mozilla/pig/eval/json/JsonMap$ERRORS.values:()[Lcom/mozilla/pig/eval/json/JsonMap$ERRORS;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","clone","","","public static","1"
"com/mozilla/pig/eval/json/JsonMap$ERRORS.valueOf:(Ljava/lang/String;)Lcom/mozilla/pig/eval/json/JsonMap$ERRORS;","1","1","1","1","0","8","8","24.0","2.0","48.0","0.008","0","1","0","4","4","String","","valueOf","","","public static","1"
"com/mozilla/pig/eval/json/JsonMap$ERRORS.<init>:(Ljava/lang/String;I)V","1","2","0","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","","<init>","","","private","1"
"com/mozilla/pig/eval/json/JsonMap$ERRORS.<clinit>:()V","1","0","0","0","0","62","24","284.2676750447117","12.0","3411.2121005365407","0.09475589168157057","0","5","0","40","22","","<init>","","","","static","2"
"com/mozilla/pig/eval/json/JsonMap.<init>:()V","1","0","0","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","","","<init>","","","public","2"
"com/mozilla/pig/eval/json/JsonMap.convertListToBag:(Ljava/util/List;)Lorg/apache/pig/data/DataBag;","4","1","4","4","0","68","31","336.88534910630756","6.0","2021.3120946378453","0.11229511636876918","0","2","1","37","31","Object List DataBag Tuple","convertListToBag","next add newDefaultBag iterator size newTuple addAll hasNext append","","","private","10"
"com/mozilla/pig/eval/json/JsonMap.makeSafe:(Ljava/util/Map;)Ljava/util/Map;","6","1","5","5","0","107","35","548.8332828131114","14.0","7683.665959383559","0.18294442760437046","0","6","1","60","47","Map$Entry Object DataBag Map","makeSafe convertListToBag","next getValue getKey iterator entrySet hasNext <init> put","","","protected","11"
"com/mozilla/pig/eval/json/JsonMap.exec:(Lorg/apache/pig/data/Tuple;)Ljava/util/Map;","1","1","6","6","0","112","43","607.741652526635","8.0","4861.93322021308","0.20258055084221166","0","5","0","61","51","EOFException JsonParseException Exception Map Tuple JsonMappingException","warn makeSafe","readValue size get getMessage toString <init> append","IOException","JsonMappingException JsonParseException ","public","16"
"com/mozilla/pig/eval/json/JsonMap.exec:(Lorg/apache/pig/data/Tuple;)Ljava/lang/Object;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","exec","","IOException","","public volatile","1"
"com/mozilla/pig/eval/json/JsonMap.<clinit>:()V","1","0","0","0","0","9","7","25.26619429851844","1.0","25.26619429851844","0.008422064766172813","0","0","0","5","4","","","getInstance","","","static","2"
"com/mozilla/pig/eval/json/JsonTupleMap.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"com/mozilla/pig/eval/json/JsonTupleMap.convertListToTuple:(Ljava/util/List;)Lorg/apache/pig/data/Tuple;","3","1","3","3","0","51","24","233.833087536779","5.0","1169.165437683895","0.07794436251225967","0","2","1","28","23","Object List Tuple","convertListToTuple","next iterator newTuple hasNext append","","","private","7"
"com/mozilla/pig/eval/json/JsonTupleMap.makeSafe:(Ljava/util/Map;)Ljava/util/Map;","6","1","5","5","0","105","35","538.5747167792215","14.0","7540.046034909101","0.17952490559307382","0","6","1","59","46","Map$Entry Object Tuple Map","makeSafe convertListToTuple","next getValue getKey iterator entrySet hasNext <init> put","","","protected","11"
"com/mozilla/pig/eval/json/MapToJson.<init>:()V","1","0","0","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","","","<init>","","","public","2"
